RepoID,PullRequestID,IssueID,Title,Code,Description,CreatedDate,ClosedDate,ASTCode,Comment,Title_Description,AST,FixedByID
orleans,58,8,Code generation does not correctly escape language keywords used as identifiers,"
		public interface IReproGrain : IGrainWithIntegerKey
		{
		  Task Repro(int @event, bool @new, string @class);
		}",Parameterswhichuselanguagekeywordsastheirnamearenotcorrectlyescapedbycurrentcodegenerationwhichcausescompilationfailures.ForexamplethiswillcausegeneratedcodetofailtocompileAbunchofearlyadoptershaverunintothisissueservesusrightforcallingparameterseventstuck_out_tongue_closed_eyes,24/01/2015,1/02/2015,"repro task,-690574297,int task,-561913918,event task,-690574297,bool task,-561913918,new task,-690574297,string task,-561913918,class task,-62413241,METHOD_NAME int,1444312316,event int,1372983156,bool int,-1448776625,new int,1372983156,string int,-1448776625,class int,-1843379885,METHOD_NAME event,398181670,bool event,2128036864,new event,398181670,string event,2128036864,class event,1220700863,METHOD_NAME bool,1444312316,new bool,1372983156,string bool,-1448776625,class bool,-1843379885,METHOD_NAME new,398181670,string new,2128036864,class new,1220700863,METHOD_NAME string,1444312316,class string,-1843379885,METHOD_NAME class,1220700863,METHOD_NAME",,Code generation does not correctly escape language keywords used as identifiers Parameterswhichuselanguagekeywordsastheirnamearenotcorrectlyescapedbycurrentcodegenerationwhichcausescompilationfailures.ForexamplethiswillcausegeneratedcodetofailtocompileAbu,"repro task,-690574297,int task,-561913918,event task,-690574297,bool task,-561913918,new task,-690574297,string task,-561913918,class task,-62413241,METHOD_NAME int,1444312316,event int,1372983156,bool int,-1448776625,new int,1372983156,string int,-144877",ReubenBond
orleans,1859,8,Code generation does not correctly escape language keywords used as identifiers,"
public interface IReproGrain : IGrainWithIntegerKey
{
  Task Repro(int @event, bool @new, string @class);
}",Parameterswhichuselanguagekeywordsastheirnamearenotcorrectlyescapedbycurrentcodegenerationwhichcausescompilationfailures.ForexamplethiswillcausegeneratedcodetofailtocompileAbunchofearlyadoptershaverunintothisissueservesusrightforcallingparameterseventstuck_out_tongue_closed_eyes,24/01/2015,1/02/2015,"repro task,-690574297,int task,-561913918,event task,-690574297,bool task,-561913918,new task,-690574297,string task,-561913918,class task,-62413241,METHOD_NAME int,1444312316,event int,1372983156,bool int,-1448776625,new int,1372983156,string int,-1448776625,class int,-1843379885,METHOD_NAME event,398181670,bool event,2128036864,new event,398181670,string event,2128036864,class event,1220700863,METHOD_NAME bool,1444312316,new bool,1372983156,string bool,-1448776625,class bool,-1843379885,METHOD_NAME new,398181670,string new,2128036864,class new,1220700863,METHOD_NAME string,1444312316,class string,-1843379885,METHOD_NAME class,1220700863,METHOD_NAME",,Code generation does not correctly escape language keywords used as identifiers Parameterswhichuselanguagekeywordsastheirnamearenotcorrectlyescapedbycurrentcodegenerationwhichcausescompilationfailures.ForexamplethiswillcausegeneratedcodetofailtocompileAbu,"repro task,-690574297,int task,-561913918,event task,-690574297,bool task,-561913918,new task,-690574297,string task,-561913918,class task,-62413241,METHOD_NAME int,1444312316,event int,1372983156,bool int,-1448776625,new int,1372983156,string int,-144877",jthelin
orleans,23,16,Consider renaming NuGet packages,,CurrentnameoftheNuGetpackagesisProjectOrleans.xxx.ConsiderrenamingittoOrleans.xxxorMicrosoft.Orleans.xxx.Theword_project_inthepackagenamedoesntseemtoaddanyvalueandwonthelpwithpowershellautocompletionorlTAB.Imhappytoupdateallthenuspecfiles,25/01/2015,27/01/2015,,,Consider renaming NuGet packages CurrentnameoftheNuGetpackagesisProjectOrleans.xxx.ConsiderrenamingittoOrleans.xxxorMicrosoft.Orleans.xxx.Theword_project_inthepackagenamedoesntseemtoaddanyvalueandwonthelpwithpowershellautocompletionorlTAB.Imhappytoupdatea,,jkonecki
orleans,62,30,Migrate code samples from CodePlex,,_6.MigrateandupdatesamplesfromCodeplexSmallMedium_fromIdeasforContributionssergeybykovgabikliotcouldyoupleaseprovidesomeguidanceonwherethesamplesshouldbeplacedandwhatkindofupdatesshouldbemade,27/01/2015,26/03/2015,,,Migrate code samples from CodePlex _6.MigrateandupdatesamplesfromCodeplexSmallMedium_fromIdeasforContributionssergeybykovgabikliotcouldyoupleaseprovidesomeguidanceonwherethesamplesshouldbeplacedandwhatkindofupdatesshouldbemade,,jkonecki
roslyn,5050,106,"pre, post and test blocks",,Idreallyliketoseecodecontractsandunittestingbemoreintegratedwiththelanguageandtoolslessverboseandrequiringlesstosetup.Beingabletoletthemeatofamethodbeseparatedfromalltheerrorcheckingpostpreconditionsetcwouldreallymakethingscleanerandyoucouldeasilycollapsetheotherblocks.Currentimplementationofcodecontractsfeelslikeitrequirestoomuchsetupwithseparateclassesduplicatemethodsignaturesinseveralplacesetcetc.ItwouldbenicetohavesomethinglikepublicintSomeMethodintaintbpreRequiresa5return0Requiresb0newExceptionsomethingsomethingDoStuffHerepostEnsuresresult0newExceptionneedstobeabove0SeparatefrommaincodeItwouldbegoodifyoucouldseparatethiscodefromthemaincodetomakeitlessclutteredwithorwithoutduplicatingsignaturedependingifyouwantedtotargetspecificoverloadsFullsignaturewouldsimplybewithoutthebodypublicintSomeMethodintaintbpreRequiresa5Requiresb0newExceptionsomethingsomethingpostEnsuresresult0ConditionswithoutspecificsignatureThisistrickierbutwouldbenicesinceyoucouldusesameconditionsforseveraloverloadsandjusttargetthevariablesthatareincludedineachConditions.SomeMethodpreRequiresa5Requiresb0newExceptionsomethingsomethingpostEnsuresresult0TestBlocksMightbealittleappleandorangesbut...AtestblockwouldalsobereallyniceandforinstanceletVisualstudiorunlightweightkindofunittestsinthebackgroundasyouprogrammedandmarkthewholemethodasfunctioningornot.Alsoallowingyoutowritequickinlinetestwouldlessenthefrictionforunittesting.ImaginehavingasortmethodandthrowinsomethinglikepublicIEnumerableintSortIEnumerableintlistOrderordertestlist3562orderOrder.Ascendingresult2356list3562orderOrder.Descendingresult6532VScouldhighlightthefailedtestsdirectlyintheeditorasyoucoded,28/01/2015,9/12/2015,,,"pre, post and test blocks Idreallyliketoseecodecontractsandunittestingbemoreintegratedwiththelanguageandtoolslessverboseandrequiringlesstosetup.Beingabletoletthemeatofamethodbeseparatedfromalltheerrorcheckingpostpreconditionsetcwouldreallymakethingscleane",,JillHeaden
roslyn,5050,106,"pre, post and test blocks",,Idreallyliketoseecodecontractsandunittestingbemoreintegratedwiththelanguageandtoolslessverboseandrequiringlesstosetup.Beingabletoletthemeatofamethodbeseparatedfromalltheerrorcheckingpostpreconditionsetcwouldreallymakethingscleanerandyoucouldeasilycollapsetheotherblocks.Currentimplementationofcodecontractsfeelslikeitrequirestoomuchsetupwithseparateclassesduplicatemethodsignaturesinseveralplacesetcetc.ItwouldbenicetohavesomethinglikepublicintSomeMethodintaintbpreRequiresa5return0Requiresb0newExceptionsomethingsomethingDoStuffHerepostEnsuresresult0newExceptionneedstobeabove0SeparatefrommaincodeItwouldbegoodifyoucouldseparatethiscodefromthemaincodetomakeitlessclutteredwithorwithoutduplicatingsignaturedependingifyouwantedtotargetspecificoverloadsFullsignaturewouldsimplybewithoutthebodypublicintSomeMethodintaintbpreRequiresa5Requiresb0newExceptionsomethingsomethingpostEnsuresresult0ConditionswithoutspecificsignatureThisistrickierbutwouldbenicesinceyoucouldusesameconditionsforseveraloverloadsandjusttargetthevariablesthatareincludedineachConditions.SomeMethodpreRequiresa5Requiresb0newExceptionsomethingsomethingpostEnsuresresult0TestBlocksMightbealittleappleandorangesbut...AtestblockwouldalsobereallyniceandforinstanceletVisualstudiorunlightweightkindofunittestsinthebackgroundasyouprogrammedandmarkthewholemethodasfunctioningornot.Alsoallowingyoutowritequickinlinetestwouldlessenthefrictionforunittesting.ImaginehavingasortmethodandthrowinsomethinglikepublicIEnumerableintSortIEnumerableintlistOrderordertestlist3562orderOrder.Ascendingresult2356list3562orderOrder.Descendingresult6532VScouldhighlightthefailedtestsdirectlyintheeditorasyoucoded,28/01/2015,9/12/2015,,,"pre, post and test blocks Idreallyliketoseecodecontractsandunittestingbemoreintegratedwiththelanguageandtoolslessverboseandrequiringlesstosetup.Beingabletoletthemeatofamethodbeseparatedfromalltheerrorcheckingpostpreconditionsetcwouldreallymakethingscleane",,CyrusNajmabadi
orleans,157,43,Codegen mixing up VB and C#,,IhaveaclassinwhichismakeupofasetofpropertiesjusttostoredatadatawhenIbutthatasaparameterorresultinagraininterfacetheclasslibraryfailstobuild.forexampleFunctionFindByEmailAsyncemailAsStringAsTaskOfUserDataEntityIamcurrentlyusingVBwhenIlookattheerrorsitisfailingbecausethegeneratedcodeorleans.codegen.vbitisamixofVBandC.Thegeneratedclasstheerrorsappearinisthe_UserDataEntitySerializationandappearsinthefunctionsDeepCopierSerializerandDeserializer.ForexamplethefollowingisgeneratedDimtemp21AsObjectCTypeOrleans.Serialization.SerializationManager.DeepCopyInnerfieldInfo21.GetValueinputActionObjectOperationContextIDictionaryStringEntityPropertyButIwouldassumeitshouldbesomethinglikeDimtemp21AsObjectCTypeOrleans.Serialization.SerializationManager.DeepCopyInnerfieldInfo21.GetValueinputActionOfObjectOperationContextIDictionaryOfStringEntityPropertyOrIamdoingsomethingtotallywrongifsohappytobeguidedintherightdirection.,28/01/2015,25/02/2015,,,Codegen mixing up VB and C# IhaveaclassinwhichismakeupofasetofpropertiesjusttostoredatadatawhenIbutthatasaparameterorresultinagraininterfacetheclasslibraryfailstobuild.forexampleFunctionFindByEmailAsyncemailAsStringAsTaskOfUserDataEntityIamcurrentlyusingV,,rwray
orleans,363,48,Unit testing of grains,,yevhenandkspeakmanexpressedsomeideasforabetterapproachtounittestinggrains.Letsdiscusstheideashere.,29/01/2015,23/10/2015,,,Unit testing of grains yevhenandkspeakmanexpressedsomeideasforabetterapproachtounittestinggrains.Letsdiscusstheideashere.,,nehmebilal
roslyn,37359,139,C# Support for First Class Delegation,,Thedelegationpatternisaverycommonalternativetoinheritanceforsharingacommonimplementationofaninterface.HoweverinCutilizingdelegationisveryheavyweightrequiringlotsofboilerpointcodewhichcouldeasilybegeneratedbythecompiler.TheKotlinlanguageincludessuchafeaturewhichgreatlyreducestheeffortandcostofutilizingthepattern.ItwouldbegreatifC7includedsuchafeatureaswell.,29/01/2015,21/01/2016,,,C# Support for First Class Delegation Thedelegationpatternisaverycommonalternativetoinheritanceforsharingacommonimplementationofaninterface.HoweverinCutilizingdelegationisveryheavyweightrequiringlotsofboilerpointcodewhichcouldeasilybegeneratedbythecompile,,gundermanc
orleans,443,48,Unit testing of grains,,yevhenandkspeakmanexpressedsomeideasforabetterapproachtounittestinggrains.Letsdiscusstheideashere.,29/01/2015,23/10/2015,,,Unit testing of grains yevhenandkspeakmanexpressedsomeideasforabetterapproachtounittestinggrains.Letsdiscusstheideashere.,,nehmebilal
orleans,74,59,Replace static codegen'd factory classes with generic factories,,CurrentlyweareexposingcodegendfactoryclassesforIGrainObserverstheremaybeotherspleaseaddthemhere.Weshouldcreateagenericfactorywhichprovidesaccesstothecodegendfactoriesandhidetheconcreteimplementation.ThiswillhelpuswithDependencyInjectionandgiveustheflexibilitytouseruntimecodegenegviaRoslyn,31/01/2015,4/02/2015,,,Replace static codegen'd factory classes with generic factories CurrentlyweareexposingcodegendfactoryclassesforIGrainObserverstheremaybeotherspleaseaddthemhere.Weshouldcreateagenericfactorywhichprovidesaccesstothecodegendfactoriesandhidetheconcreteimpleme,,brthor
orleans,74,59,Replace static codegen'd factory classes with generic factories,,CurrentlyweareexposingcodegendfactoryclassesforIGrainObserverstheremaybeotherspleaseaddthemhere.Weshouldcreateagenericfactorywhichprovidesaccesstothecodegendfactoriesandhidetheconcreteimplementation.ThiswillhelpuswithDependencyInjectionandgiveustheflexibilitytouseruntimecodegenegviaRoslyn,31/01/2015,4/02/2015,,,Replace static codegen'd factory classes with generic factories CurrentlyweareexposingcodegendfactoryclassesforIGrainObserverstheremaybeotherspleaseaddthemhere.Weshouldcreateagenericfactorywhichprovidesaccesstothecodegendfactoriesandhidetheconcreteimpleme,,ReubenBond
orleans,648,69,Allow for custom IMembershipTable implementations,,Currentlythereare3IMembershipTableimplementationsadevelopmentonlygrainbasedimplementationanAzureTableStorageimplementationandaSQLServerimplementation.IwanttobeabletoreliablybootstrapsiloswithoutrelyingonSQLServerorAzureTableStorage.ItwouldbegreatifwecouldhaveamodelforinjectingcustomIMembershipTableimplementations.,1/02/2015,30/07/2015,,,Allow for custom IMembershipTable implementations Currentlythereare3IMembershipTableimplementationsadevelopmentonlygrainbasedimplementationanAzureTableStorageimplementationandaSQLServerimplementation.IwanttobeabletoreliablybootstrapsiloswithoutrelyingonSQ,,kucheruk
